Metabolite	Common_metabolite_name	KEGG_ID	HMDB_ID	SMILES_metabolite
Propionyl coenzyme A	Propionyl-CoA	C00100	HMDB01275	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
2-Deoxyguanosine 5-diphosphate	dGDP	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine diphosphate	ADP	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Crotonoyl coenzyme A	Crotonoyl-CoA	C00877	HMDB02009	C\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
UDP-GlcNAc	Uridine diphosphate-N-acetylglucosamine	C00043	HMDB00290	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
Uridine 5-diphospho-N-acetylgalactosamine	Uridine diphosphate-N-acetylgalactosamine	C00203	HMDB00304	CC(O)=NC1C(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(O)=NC2=O)OC(CO)C(O)C1O
L-a-Aspartyl-L-phenylalanine	Aspartylphenylalanine		HMDB00706	N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
3-Sulfopyruvic acid	3-Sulfopyruvic acid	C05528	HMDB04045	OC(=O)C(=O)CS(O)(=O)=O
Thiamine monophosphate	Thiamine monophosphate	C01081	HMDB02666	CC1=C(CCOP(O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N
Phosphocholine	Phosphorylcholine	C00588	HMDB01565	C[N+](C)(C)CCOP(O)(O)=O
NADP	NADP	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
D-Fructose 6-phosphate	Fructose 6-phosphate	C00085	HMDB00124	OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
D-Galactose 1-phosphate	Galactose 1-phosphate	 C00446	HMDB00645	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
D-Glucose 1-phosphate	Glucose 1-phosphate	C00103	HMDB01586	OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
D-Glucose 6-phosphate	Glucose 6-phosphate	C00668	HMDB01401	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O
D-Mannose 6-phosphate	Mannose 6-phosphate	C00275	HMDB01078	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O
Mannose 1-phosphate	D-Mannose 1-phosphate	C00636	HMDB06330	OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
L-alpha-Glycerophosphorylcholine	Glycerophosphocholine	C00670	HMDB00086	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO
D-Tagatose 6-phosphate	D-Tagatose 6-phosphate	C01097	HMDB06873	OCC1(O)O[C@H](COP(O)(O)=O)[C@H](O)[C@@H]1O
Nicotinamide ribotide	Nicotinamide ribotide	C00455	HMDB00229	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O
3-Ureidopropionic acid	Ureidopropionic acid	C02642	HMDB00026	NC(=O)NCCC(O)=O
L-Asparagine	L-Asparagine	C00152	HMDB00168	N[C@@H](CC(N)=O)C(O)=O
2-Methylglutaric acid	2-Methylglutaric acid		HMDB00422	CC(CCC(O)=O)C(O)=O
3-Methylglutaric acid	Methylglutaric acid		HMDB00752	CC(CC(O)=O)CC(O)=O
"D-Fructose 1,6-bisphosphate"	"beta-D-Fructose 1,6-bisphosphate"	C05378	HMDB60444	O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
"D-Glucose 1,6-bisphosphate"	"Alpha-D-Glucose 1,6-bisphosphate"	C01231	HMDB03514	O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O
O-Phosphorylethanolamine	O-Phosphoethanolamine	C00346	HMDB00224	NCCOP(O)(O)=O
Butyryl coenzyme A	Butyryl-CoA	C00136	HMDB01088	CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
D-Glucuronic acid	D-Glucuronic acid	C00191	HMDB00127	O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
Isovaleric acid	Isovaleric acid	C08262	HMDB00718	CC(C)CC(O)=O
D-Pyroglutamic Acid	Pyrrolidonecarboxylic acid	C02237	HMDB00805	OC(=O)C1CCC(=O)N1
L-Pyroglutamic acid	Pyroglutamic acid	C01879	HMDB00267	OC(=O)[C@@H]1CCC(=O)N1
L-Cysteic acid	Cysteic acid	C00506	HMDB02757	NC(CS(O)(=O)=O)C(O)=O
DL-2-Amino-3-phosphonopropionic acid	2-Amino-3-phosphonopropionic acid	C05672	HMDB00370	NC(CP(O)(O)=O)C(O)=O
S-(5-Adenosyl)-L-homocysteine	S-Adenosylhomocysteine	C00021	HMDB00939	N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)C(O)=O
Porphobilinogen	Porphobilinogen	C00931	HMDB00245	NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1
3-Phosphoadenosine 5-phosphosulfate	Phosphoadenosine phosphosulfate	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
"N,N-Diacetylchitobiose"	Chitobiose	C01674	HMDB03556	CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(O)=O)[C@@H]1O
Adenosine	Adenosine	C00212	HMDB00050	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Isobutyrylglycine	Isobutyrylglycine		HMDB00730	CC(C)C(=O)NCC(O)=O
Methylmalonic acid	Methylmalonic acid	C02170	HMDB00202	CC(C(O)=O)C(O)=O
Succinic acid	Succinic acid	C00042	HMDB00254	OC(=O)CCC(O)=O
Pyridoxamine-5-phosphate	Pyridoxamine 5'-phosphate	C00647	HMDB01555	CC1=NC=C(COP(O)(O)=O)C(CN)=C1O
3-Hydroxypropionic acid	Hydroxypropionic acid	C01013	HMDB00700	OCCC(O)=O
D-Glyceraldehyde	Glyceraldehyde	C00577	HMDB01051	OCC(O)C=O
L-Lactic acid	L-Lactic acid	C00186	HMDB00190	C[C@H](O)C(O)=O
Nalpha-Acetyl-L-lysine	N-Alpha-acetyllysine	C12989	HMDB00446	CC(=O)NC(CCCCN)C(O)=O
Ne-Acetyl-lysine	N6-Acetyl-L-lysine	C02727	HMDB00206	CC(=O)NCCCC[C@H](N)C(O)=O
Acetyl coenzyme A	Acetyl-CoA	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Xanthosine	Xanthosine	C01762	HMDB00299	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O
S-Lactoylglutathione	S-Lactoylglutathione	C03451	HMDB01066	C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
5-Methyluridine	Ribothymidine		HMDB00884	CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O
dUTP	Deoxyuridine triphosphate	 C00460	HMDB01191	O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Uridine	Uridine	C00299	HMDB00296	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
Adenylosuccinic acid	Adenylsuccinic acid	C03794	HMDB00536	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2NC(CC(O)=O)C(O)=O
D-Arabinonic acid	Arabinonic acid	C00878	HMDB00539	OC[C@@H](O)[C@@H](O)[C@H](O)C(O)=O
L-Valine	L-Valine	C00183	HMDB00883	CC(C)[C@H](N)C(O)=O
a-Methylbutyrylglycine	2-Methylbutyrylglycine		HMDB00339	CCC(C)C(=O)NCC(O)=O
N-Isovalerylglycine	Isovalerylglycine		HMDB00678	CC(C)CC(=O)NCC(O)=O
Hydroxypyruvate	Hydroxypyruvic acid	C00168	HMDB01352	OCC(=O)C(O)=O
Ethylmalonic acid	Ethylmalonic acid		HMDB00622	CCC(C(O)=O)C(O)=O
Glutaric acid	Glutaric acid	C00489	HMDB00661	OC(=O)CCCC(O)=O
Thymidine	Thymidine	C00214	HMDB00273	CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
L-Arginine	L-Arginine	C00062	HMDB00517	N[C@@H](CCCN=C(N)N)C(O)=O
Glyoxylate	Glyoxylic acid	C00048	HMDB00119	OC(=O)C=O
D-galactaric acid	Galactaric acid	C00879	HMDB00639	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
Anserine	Anserine	C01262	HMDB00194	CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O
Glucono delta-lactone	Gluconolactone	C00198	HMDB00150	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
L-Citrulline	Citrulline	C00327	HMDB00904	N[C@@H](CCCNC(N)=O)C(O)=O
Deoxycytidine triphosphate	dCTP	C00458	HMDB00998	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
Deoxyguanylate	2'-Deoxyguanosine 5'-monophosphate	C00362	HMDB01044	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1
2-Oxoadipic acid	Oxoadipic acid	C00322	HMDB00225	OC(=O)CCCC(=O)C(O)=O
"DL-3,4-Dihydroxymandelic acid"	"3,4-Dihydroxymandelic acid"	C05580	HMDB01866	OC(C(O)=O)C1=CC=C(O)C(O)=C1
N-Acetylneuraminic acid	N-Acetylneuraminic acid	C00270	HMDB00230	CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O
Glycolic acid	Glycolic acid	C00160	HMDB00115	OCC(O)=O
Flavin adenine dinucleotide	FAD	C00016	HMDB01248	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
L-Lysine	L-Lysine	C00047	HMDB00182	NCCCC[C@H](N)C(O)=O
3-methyl-2-oxobutyrate	Alpha-ketoisovaleric acid	C00141	HMDB00019	CC(C)C(=O)C(O)=O
D-Lactaldehyde	D-Lactaldehyde	C00937	HMDB06458	C[C@@H](O)C=O
N-Glycolylneuraminic acid	N-Glycolylneuraminic acid	C03410	HMDB00833	OC[C@@H](O)[C@@H](O)[C@@H]1O[C@@](O)(C[C@H](O)[C@H]1NC(=O)CO)C(O)=O
Guanosine 5-triphosphate	Guanosine triphosphate	C00044	HMDB01273	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Cytidine monophosphate	Cytidine monophosphate	C00055	HMDB00095	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Cytidine	Cytidine	C00475	HMDB00089	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
L-Threonine	L-Threonine	C00188	HMDB00167	C[C@@H](O)[C@H](N)C(O)=O
D-Gluconic acid	Gluconic acid	C00257	HMDB00625	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
L-Cystathionine	L-Cystathionine	C02291	HMDB00099	N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O
"D-Glucurono-6,3-lactone"	"D-Glucurono-6,3-lactone"	C02670	HMDB06355	O[C@@H]1O[C@@H]2[C@@H](O)C(=O)O[C@@H]2[C@H]1O
N-Acetylmuramic acid	N-Acetylmuramate	C02713	HMDB60493	C[C@@H](O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1N=C(C)O)C(O)=O
D-Xylose	D-Xylose	C00181	HMDB00098	O[C@@H]1COC(O)[C@H](O)[C@H]1O
L-Arabinose	L-Arabinose	C00259	HMDB00646	O[C@H]1COC(O)[C@H](O)[C@H]1O
L-Ribulose	L-Ribulose	C00508	HMDB03371	OCC1(O)OC[C@@H](O)[C@@H]1O
L-Saccharopine	Saccharopine	C00449	HMDB00279	N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O
Thymine	Thymine	C00178	HMDB00262	CC1=CNC(=O)NC1=O
L-Cystine	L-Cystine	C00491	HMDB00192	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
DL-5-Hydroxylysine	5-Hydroxylysine	C16741	HMDB00450	NC[C@H](O)CC[C@H](N)C(O)=O
DL-4-Hydroxy-3-methoxymandelic acid	Vanillylmandelic acid	C05584	HMDB00291	COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O
DL-Homocystine	DL-Homocystine	C01817	HMDB00575	NC(CCSSCCC(N)C(O)=O)C(O)=O
Thiamine pyrophosphate	Thiamine pyrophosphate	C00068	HMDB01372	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
N-Hexanoyl-glycine	Hexanoylglycine		HMDB00701	CCCCCC(=O)NCC(O)=O
3-Methylglutaconic acid	3-Methylglutaconic acid		HMDB00522	C\C(CC(O)=O)=C/C(O)=O
D-Glyceraldehyde 3-phosphate	D-Glyceraldehyde 3-phosphate	C00118	HMDB01112	OC(COP(O)(O)=O)C=O
Glycerone phosphate	Dihydroxyacetone phosphate	 C00111	HMDB01473	OCC(=O)COP(O)(O)=O
2-Deoxyadenosine 5-triphosphate	Deoxyadenosine triphosphate	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
Stachyose	Stachyose	C01613	HMDB03553	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
2-Deoxyadenosine	Deoxyadenosine	C00559	HMDB00101	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1
N-a-Acetyl-L-ornithine	N-Acetylornithine	 C00437	HMDB03357	CC(=O)N[C@@H](CCCN)C(O)=O
Pyridoxal	Pyridoxal	C00250	HMDB01545	CC1=C(O)C(C=O)=C(CO)C=N1
Homovanillic acid	Homovanillic acid	C05582	HMDB00118	COC1=CC(CC(O)=O)=CC=C1O
"3,3-Dimethylacrylic acid"	Senecioic acid		HMDB00509	CC(C)=CC(O)=O
UDP-Glucuronate	Uridine diphosphate glucuronic acid	C00167	HMDB00935	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O
"4,6-Dioxoheptanoic acid"	Succinylacetone		HMDB00635	CC(=O)CC(=O)CCC(O)=O
3-Iodo-L-tyrosine	Iodotyrosine	C02515	HMDB00021	N[C@@H](CC1=CC=C(O)C(I)=C1)C(O)=O
Inosine 5-triphosphate	Inosine triphosphate	C00081	HMDB00189	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O
Glutathione disulfide	Oxidized glutathione	C00127	HMDB03337	NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
D-Aspartate	D-Aspartic acid	C00402	HMDB06483	N[C@H](CC(O)=O)C(O)=O
L-Aspartate	L-Aspartic acid	C00049	HMDB00191	N[C@@H](CC(O)=O)C(O)=O
Oxaloacetic acid	Oxalacetic acid	C00036	HMDB00223	OC(=O)CC(=O)C(O)=O
6-Phosphogluconic acid	6-Phosphogluconic acid	 C00345	HMDB01316	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
N-Acetyl-Asp-Glu	N-Acetylaspartylglutamic acid	C12270	HMDB01067	CC(=O)NC(CC(O)=O)C(=O)NC(CCC(O)=O)C(O)=O
Phosphoenolpyruvic acid	Phosphoenolpyruvic acid	 C00074	HMDB00263	OC(=O)C(=C)OP(O)(O)=O
Uridine monophosphate	Uridine 5'-monophosphate	C00105	HMDB00288	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
2-Deoxyribose-5-phosphate	Deoxyribose 5-phosphate	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
Uridine 5-diphosphate	Uridine 5'-diphosphate	C00015	HMDB00295	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Dephosphocoenzyme A	Dephospho-CoA	C00882	HMDB01373	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
2-Deoxyuridine	Deoxyuridine	C00526	HMDB00012	OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O
PIP2	PIP2	C04637		CCCCCC(OC[C@H](COP(O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP([O-])(O)=O)[C@H](OP([O])(O)=O)[C@H]1O)([O-])=O)OC(CCCCC)=O)=O
Xanthurenic acid	Xanthurenic acid	C02470	HMDB00881	OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1
"2,3-Dihydroxypropanoic acid"	Glyceric acid	C00258	HMDB00139	OC[C@@H](O)C(O)=O
Phosphatidylcholine	Phosphatidylcholine	C00157		O=C(OCC(OC(=O)CC)COP([O-])(=O)OCC[N+](C)(C)C)CC
Deoxyadenosine monophosphate	Deoxyadenosine monophosphate	C00360	HMDB00905	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
D-Lactose	Alpha-Lactose	C00243	HMDB00186	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
"DL-3,4-Dihydroxyphenyl glycol"	"3,4-Dihydroxyphenylglycol"	C05576	HMDB00318	OCC(O)C1=CC(O)=C(O)C=C1
Cyclic GMP	Cyclic GMP	C00942	HMDB01314	NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1
Inosine	Inosine	C00294	HMDB00195	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O
D-Glutamic acid	D-Glutamic acid	C00217	HMDB03339	N[C@H](CCC(O)=O)C(O)=O
Citraconic acid	Citraconic acid	C02226	HMDB00634	C\C(=C\C(O)=O)C(O)=O
N-Acetyl-D-glucosamine 1-phosphate	N-Acetyl-glucosamine 1-phosphate	 C04501	HMDB01367	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP(O)(O)=O
2-Ketobutyric acid	2-Ketobutyric acid	C00109	HMDB00005	CCC(=O)C(O)=O
Acetoacetate	Acetoacetic acid	C00164	HMDB00060	CC(=O)CC(O)=O
Trans-beta-Hydromuconic acid	3-Hexenedioic acid		HMDB00393	OC(=O)C\C=C\CC(O)=O
L-Gulonic acid gamma-lactone	L-Gulonolactone	C01040	HMDB03466	[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO
N-Acetyl-L-aspartate	N-Acetyl-L-aspartic acid	C01042	HMDB00812	CC(=O)N[C@@H](CC(O)=O)C(O)=O
Thymidine monophosphate	5-Thymidylic acid	C00364	HMDB01227	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O
1-Methyl-L-histidine	1-Methylhistidine	C01152	HMDB00001	CN1C=NC(C[C@H](N)C(O)=O)=C1
N-Acetyl-D-galactosamine	N-Acetylgalactosamine	C01132	HMDB00212	CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
N-Acetyl-D-glucosamine	N-Acetyl-D-glucosamine	C00140	HMDB00215	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
L-Fucose 1-phosphate	Fucose 1-phosphate	C02985	HMDB01265	C[C@@H]1OC(OP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O
CDP-Glycerol	CDP-glycerol	C00513	HMDB59599	OCC(O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=N)N=C1O
Cytidine-5-monophospho-N-acetylneuraminic acid	Cytidine monophosphate N-acetylneuraminic acid	C00128	HMDB01176	[H][C@]1(O[C@](C[C@H](O)[C@H]1NC(C)=O)(OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)C(O)=O)[C@H](O)[C@H](O)CO
L-Carnosine	Carnosine	C00386	HMDB00033	NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O
Orotidine 5-monophosphate	Orotidylic acid	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
Octanoyl coenzyme A	Octanoyl-CoA	C01944	HMDB01070	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
N-Acetyl-L-glutamic acid	N-Acetylglutamic acid	C00624	HMDB01138	CC(=O)NC(CCC(O)=O)C(O)=O
Sarcosine	Sarcosine	C00213	HMDB00271	CNCC(O)=O
DL-Homocysteine	Homocysteine	C00155	HMDB00742	NC(CCS)C(O)=O
Acetylamino-acetic acid	Acetylglycine		HMDB00532	CC(=O)NCC(O)=O
5-Methyltetrahydrofolic acid	5-Methyltetrahydrofolic acid	C00440	HMDB01396	CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2
3-Hydroxybutyryl coenzyme A	3-Hydroxybutyryl-CoA	C01144	HMDB01166	C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Cis-4-Hydroxy-D-proline	cis-4-Hydroxy-D-proline	C03440	HMDB60460	O[C@H]1CN[C@H](C1)C(O)=O
Trans-4-Hydroxy-L-proline	4-Hydroxyproline	C01157	HMDB00725	O[C@H]1CN[C@@H](C1)C(O)=O
Metanephrine	Metanephrine	C05588	HMDB04063	CNCC(O)C1=CC(OC)=C(O)C=C1
Isovaleryl coenzyme A	Isovaleryl-CoA	C02939	HMDB01113	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
N-Acetyl-L-alanine	N-Acetyl-L-alanine		HMDB00766	C[C@H](NC(C)=O)C(O)=O
Propionylglycine	Propionylglycine		HMDB00783	CCC(=O)NCC(O)=O
2-Deoxy-D-ribonic acid	2-Deoxyribonic acid		HMDB00366	OC[C@@H](O)[C@@H](O)CC(O)=O
"2,3-Pyridinedicarboxylic acid"	Quinolinic acid	C03722	HMDB00232	OC(=O)C1=CC=CN=C1C(O)=O
5-Methyltetrahydrofolic acid	5-Methyltetrahydrofolic acid	C00440	HMDB01396	CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2
Guanosine 5-monophosphate	Guanosine monophosphate	C00144	HMDB01397	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Cytidine monophosphate	Cytidine monophosphate	C00055	HMDB00095	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Cyclic GMP	Cyclic GMP	C00942	HMDB01314	NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1
Propionyl coenzyme A	Propionyl-CoA	C00100	HMDB01275	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Folinic acid	N5-Formyl-THF	C03479	HMDB01562	NC1=NC2=C(N(C=O)C(CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)CN2)C(=O)N1
Thymidine 5-triphosphate	Thymidine 5'-triphosphate	C00459	HMDB01342	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
Adenosine 5-phosphosulfate	Adenosine phosphosulfate	C00224	HMDB01003	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O
2-Deoxycytidine	Deoxycytidine	C00881	HMDB00014	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
L-Cysteic acid	Cysteic acid	C00506	HMDB02757	NC(CS(O)(=O)=O)C(O)=O
